Coords,Lat,Long,Seed,xxhashShuffleBreakThroughTech,SiteName,Locales,TerrainType,Topography,Rating,Altitude,Temperature,Difficulty,MetalsBars,ConcreteBars,WaterBars,DustDevilsBars,DustStormBars,MeteorBars,ColdWaveBars,Metals,Concrete,Water,DustDevils,DustStorm,Meteor,ColdWave,MapTemplateID
43N76W,-43.0,-76.0,-8805209447394031741,476866206574989562,Tempa Terra,35,73,Very Flat,40,1379,-72,250,2,1,2,2,2,2,3,73,36,85,83,73,109,182,BlankBigCliffsCMix_02
43N75W,-43.0,-75.0,-3803139555698263658,-8698536907334318953,Tempa Terra,35,73,Very Flat,0,2071,-72,245,2,1,2,2,2,3,3,73,36,103,89,73,138,182,BlankBig_04
43N74W,-43.0,-74.0,295358345621645738,-3642510929693999836,Tempa Terra,35,73,Very Flat,0,1725,-72,255,2,1,2,2,2,3,3,73,36,109,86,73,146,183,BlankBig_03
43N73W,-43.0,-73.0,-5566727405732816592,150603848694075309,Tempa Terra,35,73,Very Flat,0,1725,-72,245,2,1,2,2,2,3,3,73,36,110,86,73,133,182,BlankBig_03
43N72W,-43.0,-72.0,1757753553339087850,1995305098125963434,Tempa Terra,35,73,Very Flat,0,456,-72,245,2,1,2,2,2,2,3,73,36,108,75,73,108,182,BlankBigTerraceCMix_15
43N71W,-43.0,-71.0,-3688240530017425249,5681230236394083492,Tempa Terra,35,73,Very Flat,0,-121,-72,245,2,1,2,2,2,2,3,73,36,110,70,73,109,182,BlankBig_01
43N70W,-43.0,-70.0,-4727798420727274357,-2052596836503204036,Tempa Terra,35,73,Very Flat,40,225,-72,245,2,1,2,2,2,2,3,73,36,109,73,73,109,182,BlankBigTerraceCMix_06
43N69W,-43.0,-69.0,-2810036704893341761,-2365696722526725357,Tempa Terra,35,73,Very Flat,0,456,-72,245,2,1,2,2,2,2,3,73,41,109,75,73,110,182,BlankBig_04
43N68W,-43.0,-68.0,-55499970305647351,7244328805077330909,Tempa Terra,35,73,Very Flat,0,571,-72,240,2,2,2,2,2,2,3,73,66,115,76,73,108,183,BlankBig_03
43N67W,-43.0,-67.0,-5958377934715563618,-481320159719475391,Tempa Terra,35,66,Steep,120,571,-72,240,2,2,3,2,2,2,3,73,73,133,76,73,109,182,BlankBigTerraceCMix_10
43N66W,-43.0,-66.0,-3892630618347152676,-5903612544162378143,,34,48,Very Flat,40,340,-71,240,2,2,3,2,2,2,3,73,73,139,74,73,109,181,BlankBigHeartCMix_03
43N65W,-43.0,-65.0,4332474992720414562,4528869947339779471,Tempa Terra,35,36,Very Flat,0,-352,-74,235,2,2,3,2,2,2,3,73,73,146,68,73,109,189,BlankBigTerraceCMix_15
43N64W,-43.0,-64.0,2767522770178709768,6168440584358661409,Tempa Terra,35,37,Very Flat,40,-121,-74,235,2,2,3,2,2,2,3,73,73,145,70,73,109,189,BlankBigTerraceCMix_11
43N63W,-43.0,-63.0,-833491340665172188,-1985064185651894761,Tempa Terra,35,42,Very Flat,0,-1045,-76,235,2,2,3,1,2,2,4,73,73,152,62,73,109,194,BlankBigCanyonCMix_07
43N62W,-43.0,-62.0,-7351271642191491905,-6087298760194845990,Tempa Terra,35,42,Very Flat,40,-1391,-84,230,2,2,3,1,2,2,4,73,73,157,59,73,109,214,BlankBigTerraceCMix_11
43N61W,-43.0,-61.0,8912210550183521464,-7921707220101435561,Tempa Terra,35,42,Very Flat,40,-1391,-86,230,2,2,3,1,2,2,4,73,79,169,59,73,109,219,BlankBigTerraceCMix_03
43N60W,-43.0,-60.0,-2836419578128862113,-4917524235859464119,,0,47,Very Flat,40,-1276,-86,225,2,2,3,1,2,2,4,73,115,183,60,73,110,219,BlankBigTerraceCMix_17
43N59W,-43.0,-59.0,-3621502009827541412,405365008653000385,,0,60,Very Flat,0,-1391,-86,225,2,3,3,1,2,2,4,73,132,181,59,73,109,219,BlankBig_02
43N58W,-43.0,-58.0,-4803036152571333601,-7606208083302152072,,1,66,Very Flat,40,-1276,-86,225,2,2,3,1,2,2,4,73,102,182,60,73,109,219,BlankBigTerraceCMix_11
43N57W,-43.0,-57.0,-8175193150971131109,-2377484692542432167,,0,66,Very Flat,0,-1391,-86,230,2,2,3,1,2,2,4,73,86,181,59,73,121,219,BlankBigTerraceCMix_15
43N56W,-43.0,-56.0,-4804504355372991702,4472186014920788372,,0,73,Very Flat,0,-1391,-86,245,2,1,3,1,2,3,4,73,48,182,59,73,146,219,BlankBig_02
43N55W,-43.0,-55.0,-3000464436782331556,-5177526187128596751,,0,73,Very Flat,0,-1622,-86,245,2,1,3,1,2,3,4,73,41,176,57,72,146,219,BlankBig_04
43N54W,-43.0,-54.0,-4476504626502571714,4516059384595315479,,0,73,Very Flat,0,-1737,-86,245,2,1,3,1,2,3,4,74,36,176,56,74,146,220,BlankBig_04
43N53W,-43.0,-53.0,3307676097137483096,-2583146691866163828,,0,73,Very Flat,0,-2083,-81,235,2,1,3,1,2,3,4,73,37,170,53,72,133,207,BlankBigTerraceCMix_15
43N52W,-43.0,-52.0,8926937808323114083,4715376267190163598,,0,73,Steep,120,-2430,-77,235,2,1,3,1,2,2,4,73,36,151,50,72,121,195,BlankBigTerraceCMix_10
43N51W,-43.0,-51.0,380974059744523934,1803261083468116416,,0,73,Steep,120,-3237,-72,235,2,1,3,1,2,2,3,79,36,146,43,73,115,182,BlankBigTerraceCMix_10
43N50W,-43.0,-50.0,6056741694686896951,-8337312791407782203,,0,73,Very Flat,0,-3468,-76,230,2,1,3,1,2,2,4,103,36,146,41,74,110,194,BlankBig_01
43N49W,-43.0,-49.0,3416258926822194002,3696104228697943381,,0,73,Very Flat,0,-3468,-82,230,2,1,3,1,2,2,4,109,36,152,41,73,108,209,BlankBig_01
43N48W,-43.0,-48.0,-5940152579158273863,1798714548724566640,,0,73,Very Flat,0,-3584,-86,220,2,1,3,1,1,2,4,109,36,152,40,35,109,219,BlankBig_01
43N47W,-43.0,-47.0,-1865992543207364179,-9042975959636746696,,0,73,Very Flat,40,-3584,-86,220,2,1,3,1,1,2,4,116,36,146,40,36,109,219,BlankBigTerraceCMix_11
43N46W,-43.0,-46.0,-1991834772840004577,-2893784103006707875,,0,73,Very Flat,40,-3468,-86,215,3,1,3,1,1,2,4,146,36,146,41,36,109,218,BlankBigTerraceCMix_17
43N45W,-43.0,-45.0,-660574179570709262,-2862118409311896053,,0,73,Steep,120,-3584,-86,215,3,1,3,1,1,2,4,146,36,146,40,36,109,220,BlankBigTerraceCMix_10
43N44W,-43.0,-44.0,-223461586299729451,5986744444854976099,,0,73,Very Flat,40,-3699,-86,215,3,1,3,1,1,2,4,170,36,146,39,36,109,219,BlankBigCanyonCMix_09
43N43W,-43.0,-43.0,-1349163979430979593,-2494348348112320976,,0,73,Very Flat,0,-3584,-86,215,3,1,3,1,1,2,4,182,36,146,40,36,109,219,BlankBigCanyonCMix_07
43N42W,-43.0,-42.0,-9018402893996428782,-3548686243006362272,,0,73,Steep,120,-3699,-86,215,3,1,3,1,1,2,4,182,36,147,39,36,109,220,BlankBigTerraceCMix_10
43N41W,-43.0,-41.0,-1882446459266633962,7836258902779495072,,0,73,Very Flat,40,-3815,-77,215,3,1,3,1,1,2,4,182,36,146,38,36,109,196,BlankBigCliffsCMix_01
43N40W,-43.0,-40.0,-8474928533113939523,-1103819390718888369,,0,73,Very Flat,40,-3815,-71,215,3,1,3,1,1,2,3,182,36,146,38,36,102,181,BlankBigTerraceCMix_06
43N39W,-43.0,-39.0,-4263543377178873652,7199800789857861358,,0,73,Very Flat,40,-3930,-72,205,3,1,3,1,1,2,3,182,36,146,37,36,85,182,BlankBigCliffsCMix_02
43N38W,-43.0,-38.0,568284048361272060,6684215442397872518,,0,73,Very Flat,0,-4045,-72,210,3,1,3,1,1,2,3,171,36,139,36,36,72,182,BlankBig_04
43N37W,-43.0,-37.0,-3671532759253876243,3551276506303255142,,0,73,Very Flat,40,-4045,-72,210,3,1,3,1,1,2,3,158,36,133,36,36,73,182,BlankBigCliffsCMix_01
43N36W,-43.0,-36.0,-8646393418385130937,-8848114393365501019,,0,73,Very Flat,40,-4045,-72,210,3,1,2,1,1,2,3,158,36,108,36,36,72,182,BlankBigTerraceCMix_04
43N35W,-43.0,-35.0,-5606250106446680959,-3199705864512771938,,0,73,Steep,120,-4161,-72,210,4,1,2,1,1,2,3,194,36,109,35,36,73,182,BlankBigTerraceCMix_10
43N34W,-43.0,-34.0,-723169141164432661,-1082894518036492699,,0,73,Very Flat,40,-4161,-72,210,3,1,2,1,1,2,3,159,36,109,35,36,73,182,BlankBigTerraceCMix_16
43N33W,-43.0,-33.0,40341192699485056,-8390198639988073808,,0,73,Very Flat,40,-4161,-72,215,3,1,2,1,1,2,3,132,36,109,35,36,73,182,BlankBigHeartCMix_03
43N32W,-43.0,-32.0,1885469423017686319,-4790833664709161,,0,73,Very Flat,40,-4276,-72,215,2,1,2,1,1,2,3,109,36,109,34,36,73,182,BlankBigTerraceCMix_04
43N31W,-43.0,-31.0,4364046471983146348,-5174942449048449372,,0,73,Very Flat,40,-4161,-72,215,2,1,2,1,1,2,3,109,36,110,35,36,73,182,BlankBigCliffsCMix_02
43N30W,-43.0,-30.0,3113118724119937995,-131654210677647103,,0,73,Very Flat,40,-4161,-72,215,2,1,2,1,1,2,3,110,48,109,35,36,73,182,BlankBigTerraceCMix_06
43N29W,-43.0,-29.0,-5987357921517377041,6739067772710109673,,0,73,Very Flat,0,-4392,-72,215,2,2,2,1,1,2,3,104,74,85,33,36,73,182,BlankBig_04
43N28W,-43.0,-28.0,-5008422527616435008,-7196500383978694933,,0,73,Very Flat,40,-4276,-72,215,2,2,2,1,1,2,3,97,73,73,34,36,73,182,BlankBigCliffsCMix_01
43N27W,-43.0,-27.0,1659510382921643249,3251085797507203824,,0,73,Very Flat,0,-4276,-72,220,2,2,2,1,1,2,3,74,74,73,34,36,73,183,BlankBig_01
43N26W,-43.0,-26.0,-3162964485484796395,4255224292651605984,,0,73,Very Flat,0,-4392,-72,220,2,2,2,1,1,2,3,72,73,73,33,36,73,182,BlankBig_01
43N25W,-43.0,-25.0,-3273568410443316166,-4454353316284414976,,0,73,Very Flat,40,-4276,-72,230,2,2,2,1,1,2,3,73,74,73,34,36,103,182,BlankBigHeartCMix_03
43N24W,-43.0,-24.0,3215154655244253977,8858699406992503210,,0,73,Steep,120,-4276,-72,230,2,2,2,1,1,2,3,73,73,73,34,36,109,182,BlankBigTerraceCMix_10
43N23W,-43.0,-23.0,-4227770567233291968,5146616082378172372,,0,73,Very Flat,40,-4276,-72,230,2,2,2,1,1,2,3,73,85,73,34,36,103,182,BlankTerraceBig_05
43N22W,-43.0,-22.0,-5373842995999841426,-2977724576103595999,,0,73,Very Flat,40,-4392,-72,215,2,2,2,1,1,2,3,79,109,73,33,36,73,182,BlankTerraceBig_05
43N21W,-43.0,-21.0,1048714185226095251,-4260971884320686201,,0,73,Very Flat,40,-4507,-72,215,2,2,2,1,1,2,3,85,109,73,32,36,72,182,BlankBigTerraceCMix_14
43N20W,-43.0,-20.0,3636077588928652362,-5008978290245974981,,0,73,Very Flat,0,-4161,-72,210,2,2,2,1,1,2,3,102,121,74,35,36,74,182,BlankBig_01
43N19W,-43.0,-19.0,3401682097574948161,4862378699859533637,,0,73,Steep,120,-4276,-72,210,2,3,2,1,1,2,3,104,139,73,34,36,73,182,BlankBigTerraceCMix_10
43N18W,-43.0,-18.0,-4039840903100834747,3752830943270912169,,0,73,Very Flat,40,-4392,-72,205,2,3,2,1,1,2,3,109,158,73,33,36,73,182,BlankBigCliffsCMix_02
43N17W,-43.0,-17.0,2580271682670599916,-1430436797821059414,,0,73,Very Flat,0,-4392,-72,205,2,3,2,1,1,2,3,109,157,73,33,36,73,182,BlankBig_02
43N16W,-43.0,-16.0,8554405139424868375,2453484208878806792,,0,73,Very Flat,0,-4392,-72,205,2,3,2,1,1,2,3,109,146,73,33,36,74,182,BlankBig_01
43N15W,-43.0,-15.0,8409912964406375519,-3148315258857156896,,0,73,Very Flat,0,-4161,-72,205,2,3,2,1,1,2,3,109,146,73,35,36,72,182,BlankBigTerraceCMix_15
43N14W,-43.0,-14.0,5314684451672155721,-322022878152909887,,0,66,Very Flat,0,-4392,-72,205,2,3,2,1,1,2,3,109,146,74,33,36,73,182,BlankBig_03
43N13W,-43.0,-13.0,5905530159895150763,-6080754231962404122,,0,36,Very Flat,40,-4276,-72,205,2,3,2,1,1,2,3,109,146,73,34,36,73,182,BlankBigTerraceCMix_14
43N12W,-43.0,-12.0,-4970026317004474128,7917810057081977286,,0,36,Very Flat,40,-4161,-72,205,2,3,2,1,1,2,3,109,147,73,35,36,73,182,BlankBigTerraceCMix_08
43N11W,-43.0,-11.0,7635999270911161300,5523651644237466340,,0,36,Very Flat,40,-4276,-72,195,2,3,2,1,1,1,3,109,145,73,34,36,60,182,BlankBigTerraceCMix_11
43N10W,-43.0,-10.0,-9027665981449382118,8086563320682507510,,0,36,Very Flat,40,-4161,-72,200,2,3,2,1,1,1,3,84,146,73,35,36,36,182,BlankBigTerraceCMix_04
43N9W,-43.0,-9.0,6698861946622108001,5920933620303020445,,0,35,Very Flat,0,-4045,-72,200,2,3,2,1,1,1,3,74,146,73,36,36,36,182,BlankBig_02
43N8W,-43.0,-8.0,4003841166375293501,-2954282180101605617,,0,36,Very Flat,40,-4045,-72,200,2,3,2,1,1,1,3,74,146,73,36,37,36,182,BlankBigTerraceCMix_14
43N7W,-43.0,-7.0,6260233357638520348,-8227353639927004063,,0,36,Very Flat,40,-4045,-72,200,2,3,2,1,1,1,3,73,146,73,36,36,37,182,BlankBigTerraceCMix_11
43N6W,-43.0,-6.0,-6118463449998928408,-1879655537112110877,,0,36,Very Flat,0,-4045,-72,200,2,3,2,1,1,1,3,73,146,73,36,36,36,182,BlankBig_04
43N5W,-43.0,-5.0,2521099477634975908,3536977360826495323,,0,36,Very Flat,0,-4045,-72,200,2,3,2,1,1,1,3,73,146,73,36,37,36,182,BlankBig_02
43N4W,-43.0,-4.0,298084887474822859,-3981971943797103468,,0,36,Very Flat,40,-4045,-72,210,2,3,2,1,2,1,3,73,146,72,36,66,36,182,BlankBigHeartCMix_03
43N3W,-43.0,-3.0,-8958251440907551842,1627088938091713139,,0,35,Very Flat,40,-3815,-72,210,2,3,2,1,2,1,3,73,146,73,38,73,36,182,BlankBigTerraceCMix_14
43N2W,-43.0,-2.0,5197563370815054049,4169413109011868098,,0,36,Very Flat,0,-3815,-72,210,2,3,2,1,2,1,3,73,146,73,38,73,37,182,BlankBig_03
43N1W,-43.0,-1.0,5769186140568655033,7016348850172301149,,0,36,Very Flat,40,-3815,-72,210,2,3,2,1,2,1,3,73,146,74,38,73,36,182,BlankBigCliffsCMix_02
43N0E,-43.0,0.0,1235499291938381930,941696432275340104,,0,36,Very Flat,40,-3815,-72,210,2,3,2,1,2,1,3,73,146,72,38,72,35,182,BlankBigTerraceCMix_16
43N1E,-43.0,1.0,5012729047545785116,-5712787746780503992,,0,36,Very Flat,40,-3930,-74,210,2,3,2,1,2,1,3,73,146,85,37,73,37,188,BlankBigTerraceCMix_08
43N2E,-43.0,2.0,826861718265806346,1635537136124426438,,0,35,Very Flat,40,-3699,-74,205,2,3,2,1,2,1,3,73,147,97,39,81,36,189,BlankBigCliffsCMix_02
43N3E,-43.0,3.0,2829437856189664204,-2151806579625082807,,0,35,Very Flat,0,-3584,-74,210,2,3,2,1,2,1,3,73,146,79,40,81,36,189,BlankBig_02
43N4E,-43.0,4.0,7013887579986542908,5994161439844782051,,1,60,Very Flat,40,-3699,-74,215,2,3,2,1,2,1,3,73,140,73,39,81,36,189,BlankBigTerraceCMix_14
43N5E,-43.0,5.0,8661858252212985504,-7611334584090941828,Arabia Terra,7,74,Very Flat,40,-3699,-74,215,2,2,2,1,2,1,3,73,121,73,39,82,36,189,BlankBigTerraceCMix_03
43N6E,-43.0,6.0,4903358409771245892,-6700841156226146206,Arabia Terra,7,73,Very Flat,0,-3815,-62,215,2,2,2,1,2,1,3,73,109,73,38,88,36,158,BlankBig_04
43N7E,-43.0,7.0,-7973727119906557238,4662593121842151459,Arabia Terra,7,72,Very Flat,40,-3815,-60,215,2,2,2,1,2,1,3,73,109,73,38,88,36,152,BlankBigCliffsCMix_02
43N8E,-43.0,8.0,4857727485915025511,6598575149810414582,Arabia Terra,7,79,Very Flat,0,-3353,-58,215,2,2,2,1,2,1,3,73,109,73,42,88,36,146,BlankBigCanyonCMix_07
43N9E,-43.0,9.0,2392413718736738871,1529788738526738577,Arabia Terra,7,79,Very Flat,40,-3353,-58,215,2,2,2,1,2,1,3,73,108,73,42,88,36,147,BlankBigTerraceCMix_08
43N10E,-43.0,10.0,426708885983816752,3424211430288337109,Arabia Terra,7,84,Very Flat,0,-3584,-58,215,2,2,2,1,2,1,3,73,110,73,40,88,36,146,BlankBig_01
43N11E,-43.0,11.0,2059529035786019223,1610893161423854767,Arabia Terra,7,104,Very Flat,40,-3007,-58,225,2,2,2,1,2,1,3,73,109,73,45,96,36,146,BlankBigTerraceCMix_14
43N12E,-43.0,12.0,-355615190318298940,-5870998638119216073,Arabia Terra,7,103,Very Flat,40,-2891,-58,225,2,2,2,1,2,1,3,73,109,73,46,97,36,147,BlankTerraceBig_05
43N13E,-43.0,13.0,4613001683863252446,-6028271618881792961,Arabia Terra,7,102,Very Flat,0,-3007,-58,225,2,2,2,1,2,1,3,73,109,73,45,96,36,146,BlankBigCanyonCMix_07
43N14E,-43.0,14.0,-8776724623668717012,7059369247218328370,Arabia Terra,7,109,Very Flat,40,-3122,-58,205,2,2,2,1,1,1,3,73,109,73,44,36,36,146,BlankBigCanyonCMix_09
43N15E,-43.0,15.0,-5603722748902024930,-3195720938809178189,Arabia Terra,7,108,Very Flat,0,-2891,-58,205,2,2,2,1,1,1,3,73,108,73,46,36,36,146,BlankBig_04
43N16E,-43.0,16.0,-8592858979660304092,-8055156514752712707,Arabia Terra,7,97,Very Flat,40,-2430,-58,205,2,2,2,1,1,1,3,73,111,73,50,36,36,146,BlankBigCliffsCMix_02
43N17E,-43.0,17.0,3142468066031498221,3907031772906681090,Arabia Terra,7,86,Very Flat,40,-3353,-62,205,2,2,2,1,1,1,3,73,120,73,42,36,36,158,BlankBigCliffsCMix_01
43N18E,-43.0,18.0,8599314041509947867,-481671658810981196,Arabia Terra,7,73,Very Flat,40,-3353,-71,200,2,3,2,1,1,1,3,73,146,74,42,36,36,181,BlankBigTerraceCMix_04
43N19E,-43.0,19.0,7286680462629530562,-8260134688872353284,Arabia Terra,7,72,Very Flat,0,-3007,-72,200,2,3,2,1,1,1,3,73,146,73,45,36,36,182,BlankBig_03
43N20E,-43.0,20.0,3653849851733644767,-6662574967601987869,Arabia Terra,7,74,Very Flat,0,-3468,-72,200,2,3,2,1,1,1,3,73,147,73,41,36,36,182,BlankBig_01
43N21E,-43.0,21.0,1855129991222079639,-133940220227228128,Arabia Terra,7,73,Very Flat,40,-3468,-72,200,2,3,2,1,1,1,3,73,146,66,41,36,36,183,BlankBigCliffsCMix_02
43N22E,-43.0,22.0,-5593998225774655671,-6960903361381469541,Arabia Terra,7,73,Very Flat,0,-3584,-71,200,2,3,2,1,1,1,3,73,146,66,40,36,36,181,BlankBig_02
43N23E,-43.0,23.0,6623670752312568031,-8968024879393169073,Arabia Terra,7,73,Very Flat,40,-3584,-72,200,2,3,2,1,1,1,3,73,147,66,40,36,36,182,BlankBigTerraceCMix_08
43N24E,-43.0,24.0,-8335713277691316898,-4968599569185165060,Arabia Terra,7,73,Very Flat,0,-2891,-72,200,2,3,2,1,1,1,3,73,146,66,46,36,36,182,BlankBig_02
43N25E,-43.0,25.0,729015964001098679,-6000314920205886698,Arabia Terra,7,73,Steep,120,-2776,-72,200,2,3,2,1,1,1,3,73,145,67,47,36,36,182,BlankBigTerraceCMix_10
43N26E,-43.0,26.0,-2980665574279038183,-7347063421751189772,Arabia Terra,7,73,Very Flat,40,-2314,-72,200,2,3,2,1,1,1,3,73,146,66,51,36,36,182,BlankBigCliffsCMix_02
43N27E,-43.0,27.0,6047361872843480972,3008680910316730514,Arabia Terra,7,73,Very Flat,40,-2891,-72,210,2,3,1,1,1,1,3,73,134,60,46,36,36,182,BlankBigTerraceCMix_16
43N28E,-43.0,28.0,4579065324029433486,-1236833541030781096,Arabia Terra,7,73,Very Flat,0,-3353,-74,210,2,2,1,1,1,1,3,73,103,42,42,36,36,189,BlankBig_03
43N29E,-43.0,29.0,473234385765524408,3687706592120513981,Arabia Terra,7,73,Very Flat,40,-3122,-82,210,2,2,1,1,1,1,4,73,96,42,44,36,36,208,BlankBigTerraceCMix_06
43N30E,-43.0,30.0,1323450645492504702,-5357287839727018288,Arabia Terra,7,73,Very Flat,0,-3122,-72,220,2,1,1,1,1,1,3,73,48,42,44,36,36,182,BlankBig_02
43N31E,-43.0,31.0,1249999614484044036,-1777428997178506781,Arabia Terra,7,73,Very Flat,40,-3353,-72,220,2,1,1,1,1,1,3,73,36,42,42,36,48,182,BlankBigTerraceCMix_14
43N32E,-43.0,32.0,1135059812322684842,6696378923542604908,Arabia Terra,7,73,Very Flat,0,-3122,-72,230,2,1,1,1,1,2,3,73,36,42,44,36,66,182,BlankBig_02
43N33E,-43.0,33.0,2706267125123743871,3212322776786178552,Arabia Terra,7,73,Very Flat,40,-2660,-72,230,2,1,1,1,1,2,3,73,36,42,48,36,73,183,BlankBigTerraceCMix_17
43N34E,-43.0,34.0,5795050124829882826,7221663680192916789,Arabia Terra,7,73,Very Flat,0,-3468,-71,230,2,1,1,1,1,2,3,73,36,41,41,36,73,181,BlankBigTerraceCMix_15
43N35E,-43.0,35.0,-9182391051320281586,8006376512781100254,Arabia Terra,7,73,Very Flat,40,-3584,-84,230,2,1,1,1,1,2,4,73,36,36,40,36,73,214,BlankBigTerraceCMix_04
43N36E,-43.0,36.0,3428961834723479751,-6713932842562705318,Arabia Terra,7,73,Very Flat,40,-3122,-86,230,2,1,1,1,1,2,4,73,36,37,44,36,73,219,BlankBigCliffsCMix_02
43N37E,-43.0,37.0,-4375889174520888444,-8631979971516116214,Arabia Terra,7,73,Very Flat,0,-1045,-86,235,2,1,1,1,1,2,4,73,36,35,62,36,73,219,BlankBig_03
43N38E,-43.0,38.0,-8778327029215824939,-823744014910040393,Arabia Terra,7,73,Very Flat,0,-1391,-86,230,2,1,1,1,1,2,4,73,36,36,59,36,73,219,BlankBig_04
43N39E,-43.0,39.0,4007144129151147612,-3283187705926343830,Arabia Terra,7,73,Very Flat,0,-1045,-86,235,2,1,1,1,1,2,4,73,36,36,62,36,73,219,BlankBig_02
43N40E,-43.0,40.0,7589893216066035630,5100381484142220367,Arabia Terra,7,73,Very Flat,0,-1160,-77,235,2,1,1,1,1,2,4,73,36,36,61,36,73,195,BlankBig_04
43N41E,-43.0,41.0,3010006670983622985,-7380778203901392274,Arabia Terra,7,73,Very Flat,40,-1391,-72,230,2,1,1,1,1,2,3,73,36,36,59,35,73,182,BlankBigTerraceCMix_16
43N42E,-43.0,42.0,2540384610624257825,8849025993321613593,Arabia Terra,7,73,Very Flat,40,-2545,-72,230,2,1,1,1,1,2,3,73,36,36,49,36,73,182,BlankBigTerraceCMix_11
43N43E,-43.0,43.0,-3210346704089396446,-8030917926919835157,Arabia Terra,7,73,Very Flat,40,-2776,-72,230,2,1,1,1,1,2,3,73,36,36,47,36,73,182,BlankBigTerraceCMix_08
43N44E,-43.0,44.0,-8024493802580346149,-90883611214390982,Arabia Terra,7,73,Very Flat,40,-2430,-72,250,2,1,1,1,2,2,3,73,36,36,50,123,73,182,BlankBigTerraceCMix_14
43N45E,-43.0,45.0,8131092221983646696,-6566368941986209270,Arabia Terra,7,73,Very Flat,0,-6,-72,265,2,1,1,2,3,2,3,73,36,48,71,146,73,182,BlankBigCanyonCMix_07
43N46E,-43.0,46.0,8032536542807427577,-8892728374466092988,Arabia Terra,7,73,Very Flat,0,-698,-72,265,2,1,1,2,3,2,3,73,36,60,65,166,73,182,BlankBig_03
43N47E,-43.0,47.0,5477148195775538308,-5517198595208347892,Arabia Terra,7,73,Very Flat,40,-352,-72,260,2,1,2,2,4,2,3,74,35,65,68,218,73,182,BlankBigTerraceCMix_08
43N48E,-43.0,48.0,4901378204858009853,313250289699931068,Arabia Terra,7,73,Very Flat,40,-1160,-72,260,2,1,2,1,4,2,3,74,36,73,61,219,73,182,BlankBigCanyonCMix_09
43N49E,-43.0,49.0,3366597061877831048,-4908380311419450160,Arabia Terra,7,73,Very Flat,40,-2314,-72,255,2,1,2,1,4,2,3,73,12,73,51,219,73,182,BlankBigCliffsCMix_01
43N50E,-43.0,50.0,-8409596789476347360,3694601977543788596,Arabia Terra,7,73,Very Flat,40,-2891,-72,255,2,1,2,1,4,2,3,73,0,72,46,219,73,182,BlankBigTerraceCMix_03
43N51E,-43.0,51.0,-2085677907851764322,-5868553355687581198,Arabia Terra,7,73,Very Flat,40,-2891,-72,255,2,1,2,1,4,2,3,73,0,73,46,219,73,182,BlankBigTerraceCMix_08
43N52E,-43.0,52.0,8897188771116265069,-7988367590130387660,Arabia Terra,7,73,Very Flat,0,-1853,-72,255,2,1,2,1,4,2,3,73,1,73,55,220,73,182,BlankBig_01
43N53E,-43.0,53.0,993348150036943110,-5903330160848680187,,1,73,Very Flat,40,-1622,-72,255,2,1,2,1,4,2,3,73,0,72,57,218,73,182,BlankBigTerraceCMix_06
43N54E,-43.0,54.0,-1497853840216510886,8168602413413144443,,0,73,Very Flat,40,-2199,-72,255,2,1,2,1,4,2,3,73,0,79,52,219,73,182,BlankBigCanyonCMix_09
43N55E,-43.0,55.0,-393856853907463489,-4470282483056966486,,0,73,Very Flat,40,-2083,-72,255,2,1,2,1,4,2,3,73,0,79,53,218,73,182,BlankBigTerraceCMix_06
43N56E,-43.0,56.0,-7412252004147685739,4909288729150696272,,0,73,Very Flat,40,-2314,-72,255,2,1,2,1,4,2,3,73,0,86,51,219,73,182,BlankBigCanyonCMix_09
43N57E,-43.0,57.0,7251961001828238581,8020523268663227089,,0,73,Very Flat,40,-2314,-72,250,2,1,2,1,3,2,3,73,0,103,51,171,74,182,BlankBigTerraceCMix_08
43N58E,-43.0,58.0,1755349986585078614,-8814330762242051401,,0,73,Very Flat,0,-2430,-72,240,2,1,2,1,3,2,3,74,0,109,50,135,73,182,BlankBigCanyonCMix_07
43N59E,-43.0,59.0,-7550968489251481260,-4061361182644338072,,0,73,Very Flat,0,-2430,-72,240,2,1,2,1,2,2,3,79,0,109,50,106,73,182,BlankBig_02
43N60E,-43.0,60.0,-4465616787318380723,3140052463823071282,,0,85,Very Flat,40,-2314,-72,245,2,1,2,1,3,2,3,97,0,109,51,146,73,182,BlankBigCliffsCMix_01
43N61E,-43.0,61.0,-7839633090498414627,-6197582888096966750,,0,109,Very Flat,0,-2545,-72,235,2,1,2,1,2,2,3,108,0,109,49,121,73,182,BlankBig_03
43N62E,-43.0,62.0,3185370914283193394,-5866541098835982163,,0,109,Very Flat,40,-2660,-72,225,2,1,2,1,2,2,3,109,0,109,48,85,73,182,BlankBigTerraceCMix_14
43N63E,-43.0,63.0,7429485621236404961,-8289095762852145374,,0,109,Very Flat,0,-2314,-72,225,2,1,2,1,2,2,3,121,0,109,51,73,73,182,BlankBigCanyonCMix_07
43N64E,-43.0,64.0,-4612359262359259388,-8438341945843992686,,0,109,Very Flat,0,-2660,-72,230,3,1,2,1,2,2,3,146,0,109,48,121,73,182,BlankBig_02
43N65E,-43.0,65.0,-8250477100053652235,2036243971502409327,,0,109,Very Flat,0,-3007,-72,240,3,1,2,1,3,2,3,146,0,110,45,147,73,182,BlankBig_02
